callType,numberPhone,start,end
02,76622171278,20230519120935,20230519121618
01,77567912487,20230512020939,20230512041123
01,73975668820,20230507135431,20230507144342
02,79628804786,20230506051549,20230506072840
01,78236611427,20230523071952,20230523084117
02,76887163967,20230524102802,20230524122116
01,76983680240,20230516102353,20230516124344
02,72464072658,20230506175841,20230506190519
01,73623967362,20230505022747,20230505043323
02,77726561528,20230526153200,20230526180210
01,77772921970,20230509144711,20230509153947
01,72877297877,20230517163025,20230517174327
02,77885082203,20230523173347,20230523195004
01,73076395583,20230508191729,20230508213302
02,75262331423,20230519081335,20230519111238
01,76605949257,20230506141055,20230506155211
01,73058516937,20230502084505,20230502104450
01,79552068376,20230510144524,20230510163033
02,71887187492,20230504001408,20230504005856
01,73554282992,20230527125356,20230527130336
02,79996437207,20230502213136,20230502214617
02,72888624431,20230507055233,20230507085219
01,72378560419,20230522082956,20230522112151
01,76163050309,20230506152639,20230506165749
01,76562113472,20230504132518,20230504153124
02,79676094387,20230514230435,20230515013730
02,78809776346,20230508005727,20230508031430
02,71998178511,20230517162840,20230517180405
01,74715299052,20230511234205,20230512001352
02,74686797494,20230528170202,20230528181455
02,79711569684,20230525082836,20230525101003
02,79628804786,20230525001650,20230525002947
02,73781920701,20230529180518,20230529181227
02,75843285631,20230523074550,20230523081500
02,71285700831,20230503175608,20230503195709
01,73998694394,20230524122758,20230524140136
01,76033088687,20230529191522,20230529192804
02,79715134269,20230516010517,20230516012935
02,79526129185,20230526231654,20230527004959
01,79698504096,20230528070031,20230528084139
02,74716963835,20230521213554,20230522003211
01,71546722640,20230526211012,20230526224655
02,77667820453,20230515110028,20230515120818
02,71225712195,20230509180704,20230509190456
01,77884947684,20230525115511,20230525132156
01,79526129185,20230510161457,20230510163025
01,72203705215,20230511144154,20230511171452
01,78328352467,20230511174445,20230511192458
01,79281309534,20230506210742,20230506231551
02,74465039493,20230523111237,20230523130332
02,73588562714,20230519215902,20230519231948
02,74382005263,20230522000904,20230522024505
02,77378792406,20230519054104,20230519064225
01,76198156696,20230512130657,20230512131939
02,77574399278,20230523060725,20230523075316
02,76133045219,20230530225252,20230530232503
01,76958795842,20230528115504,20230528135909
01,73097661215,20230525063745,20230525084547
02,71485017713,20230504225503,20230505014914
02,78011650064,20230531070039,20230531081557
02,73885101273,20230530233308,20230531012700
01,72445384307,20230510023247,20230510032245
02,73283614061,20230517161633,20230517170221
01,75054965181,20230520041710,20230520064633
02,73781920701,20230520052159,20230520063238
01,77137533262,20230511121853,20230511141417
01,75373091389,20230531220949,20230531233036
02,78897263751,20230518023750,20230518024740
01,74465039493,20230524104940,20230524114639
01,74296609435,20230504171753,20230504195203
01,77263437807,20230530212559,20230530222638
01,77633644670,20230515061421,20230515074905
02,72023504692,20230530032819,20230530032931
01,75318591891,20230525212129,20230526002015
01,79628804786,20230511203923,20230511215457
01,76198408862,20230516235855,20230517005022
02,75234492277,20230511000057,20230511020941
01,72538605112,20230512145923,20230512155054
01,79692848971,20230513033737,20230513051409
01,78871009771,20230522002006,20230522014955
02,77708033061,20230520140654,20230520165129
02,73643719961,20230516050445,20230516065214
01,77309157800,20230516140637,20230516152503
01,79075522046,20230516134753,20230516142411
02,71485017713,20230531022959,20230531031206
01,77059679097,20230527030430,20230527034213
02,77843120904,20230519072333,20230519100501
02,71637595894,20230524053339,20230524082029
01,78031847052,20230529051325,20230529054248
02,79714413298,20230501190402,20230501192552
01,74048771617,20230510171430,20230510182806
02,78202621176,20230527114733,20230527133732
01,77063953377,20230508230918,20230509004124
02,75614704116,20230523095026,20230523104830
02,77843120904,20230507033445,20230507035540
02,71927216792,20230525144321,20230525174137
02,74952514465,20230517122411,20230517131407
01,79966073431,20230518143925,20230518153447
01,77854496186,20230526125541,20230526132446
02,71291181620,20230520134715,20230520155308
02,76816042037,20230519045405,20230519052623
02,77557583536,20230517171459,20230517180914
01,71785827015,20230516151204,20230516151245
01,71355262640,20230512074330,20230512084120
02,77063108220,20230518133216,20230518151149
01,73945295096,20230526220820,20230526235930
01,79015491165,20230528223713,20230529005538
02,79915229968,20230513213949,20230513234749
01,79541156661,20230508182112,20230508190923
02,75826426593,20230509192935,20230509194456
01,75367647676,20230508191349,20230508192903
02,72347067403,20230516173225,20230516174618
02,72195085728,20230522162405,20230522173725
02,76696745296,20230513123256,20230513123854
01,71459167975,20230531053215,20230531063243
01,72984881663,20230512203401,20230512232840
01,74786128110,20230521213010,20230521230042
02,74228408375,20230511154048,20230511174606
02,76352510776,20230507084137,20230507085423
01,76637581471,20230524040352,20230524070120
02,77167015296,20230522093341,20230522112331
01,76095197978,20230516031749,20230516053923
01,77574218172,20230518060510,20230518083354
01,74746211878,20230502150203,20230502165727
02,73392126613,20230512145921,20230512175907
01,72347067403,20230515102932,20230515122640
01,79222872054,20230522190656,20230522211453
01,74428826835,20230502070444,20230502095445
02,75636208388,20230511003531,20230511004156
01,77002226790,20230531044013,20230531055821
02,73643719961,20230506030324,20230506054117
02,71939708226,20230515043943,20230515073246
02,78328352467,20230514064511,20230514091258
01,75518700416,20230504125557,20230504133804
02,77943198646,20230521151905,20230521161222
02,74773000122,20230502161442,20230502182311
02,78999129305,20230529182125,20230529183129
01,76251215741,20230501210503,20230501222829
02,77385972537,20230508062140,20230508064419
01,72996018441,20230510014439,20230510015945
01,73975668820,20230504010053,20230504032214
01,79907628059,20230517152351,20230517173739
01,76095228732,20230520092824,20230520111659
01,74308169070,20230531064337,20230531092854
01,76392750251,20230528204041,20230528232957
02,75153798640,20230517060520,20230517081122
02,78545767175,20230507191358,20230507201432
02,71291181620,20230515234616,20230516001848
02,79775738006,20230506224246,20230506235833
01,78359948886,20230521161448,20230521181223
02,72072886311,20230505003507,20230505010157
02,77272068713,20230506074825,20230506103645
01,72387915640,20230530071936,20230530091118
01,72035697287,20230529100942,20230529103841
02,71035287915,20230524181832,20230524203553
02,72871783141,20230509073912,20230509101514
02,71832834350,20230515031107,20230515042401
01,74458710235,20230529145906,20230529152120
02,79463946325,20230507034912,20230507050128
01,79711569684,20230511154050,20230511173117
01,73363450087,20230518082239,20230518102523
02,74528153561,20230517043143,20230517070953
02,72018948402,20230529091939,20230529113343
02,79069342146,20230529224052,20230530003552
02,75977395603,20230515175828,20230515180630
01,71928887304,20230523232009,20230524000814
02,76714442294,20230530223559,20230531004008
01,75643963090,20230527061135,20230527062708
01,75622023520,20230526133822,20230526145024
02,74907785826,20230514185227,20230514191730
01,71039935738,20230511031838,20230511034717
01,74596378312,20230529213635,20230530001625
01,77166696156,20230513150317,20230513165320
02,75679817845,20230507181747,20230507201232
02,74353221058,20230529000839,20230529022748
01,79628804786,20230528094321,20230528123721
02,79499554886,20230511212603,20230511213449
01,73841739318,20230505085354,20230505102042
01,76637581471,20230506044341,20230506073258
01,72335297182,20230507172452,20230507194756
02,79163415994,20230525173600,20230525183706
01,76911016103,20230516095924,20230516110156
02,75711031958,20230524022107,20230524034618
01,78818091421,20230527080225,20230527102101
02,75054965181,20230509081523,20230509100528
01,77272068713,20230521100946,20230521101448
01,75839744770,20230519072915,20230519080814
02,75759663472,20230520190552,20230520212908
01,74257793273,20230504061436,20230504074850
01,75204915344,20230523173652,20230523182450
02,77812094020,20230508074450,20230508102111
01,72888624431,20230530032633,20230530060037
01,73428023075,20230515050534,20230515051000
01,73162628236,20230502103941,20230502131227
01,72665053436,20230529060422,20230529064128
02,77094643467,20230529060037,20230529080448
02,73165161835,20230501215301,20230501231922
02,74465039493,20230509024930,20230509052606
02,78699860437,20230512140539,20230512165658
01,76649314460,20230511120448,20230511141102
02,77094643467,20230529184524,20230529210610
01,78166418311,20230528021604,20230528040823
02,74414621116,20230507185441,20230507210257
01,71832834350,20230523101033,20230523110333
02,77435249180,20230531204247,20230531224005
02,71811001143,20230513120349,20230513123352
02,77079345193,20230526191641,20230526194122
02,76859315314,20230516114534,20230516124545
01,77614845484,20230509114943,20230509142421
02,73576725310,20230530024705,20230530041128
02,78059263879,20230508121715,20230508140012
02,78744571207,20230527140111,20230527161726
01,71847455775,20230530083730,20230530105631
02,71291181620,20230528214331,20230528223023
02,75784116599,20230502191739,20230502201604
01,71885154368,20230502115842,20230502133626
02,78579305657,20230530193353,20230530201616
02,79065358010,20230504045737,20230504054815
02,75925488906,20230529035033,20230529042458
02,79281120199,20230502114511,20230502134826
01,77741385969,20230524150218,20230524153902
02,73996488249,20230506084241,20230506104014
02,76104125497,20230510210700,20230510234701
01,79228123485,20230521065632,20230521074154
02,72734779147,20230508034040,20230508061146
02,75227542722,20230503163715,20230503175345
02,73989374416,20230506013743,20230506040157
01,79823386317,20230501033124,20230501051512
01,75751678656,20230528210707,20230528234042
02,76369842982,20230523222029,20230523232737
02,79281309534,20230504074825,20230504092749
02,72972057796,20230507084235,20230507111350
01,76642234016,20230507061700,20230507091152
02,71285700831,20230524190710,20230524202245
01,72213618678,20230503170116,20230503171131
02,71484146952,20230520235352,20230521012221
01,76625029715,20230528232630,20230529010206
02,75054965181,20230505015149,20230505023426
01,75518700416,20230512013741,20230512021221
01,74848009998,20230527090339,20230527094237
01,77125243146,20230502111455,20230502135117
02,76491699014,20230513180727,20230513194246
02,76471809452,20230528012330,20230528020424
02,71155447409,20230529160012,20230529170853
01,77002226790,20230503052240,20230503072839
01,71458730635,20230519175337,20230519193732
02,77238809848,20230531145806,20230531174354
02,75843285631,20230521014010,20230521015958
02,77905102371,20230527100142,20230527102055
02,77943198646,20230507132907,20230507161353
01,77421305726,20230521225426,20230522002345
01,78283673425,20230520002759,20230520015822
02,76148606622,20230526183144,20230526212228
01,74296855622,20230529075511,20230529094030
01,71582017908,20230508073129,20230508090918
02,77573312997,20230530025314,20230530050906
02,76033088687,20230508232458,20230509012619
02,73992004568,20230503190919,20230503203136
02,77438273526,20230502230224,20230502232258
01,79533051899,20230502225331,20230503003202
01,78328352467,20230515215758,20230516001600
02,74786128110,20230526131302,20230526152054
02,73271609333,20230516165747,20230516191839
01,71603334393,20230506100957,20230506113107
01,78873894384,20230516140228,20230516144919
02,79222872054,20230508092317,20230508115447
01,72273961305,20230506195448,20230506215718
02,75692892606,20230511081904,20230511111746
02,79823386317,20230514015544,20230514043056
02,72389008948,20230527205304,20230527213548
02,77943198646,20230520205152,20230520222803
01,78304173049,20230528181042,20230528210210
02,75679817845,20230502202505,20230502211644
01,78011650064,20230521191135,20230521192505
01,77272491342,20230515213323,20230515215302
02,74414621116,20230521071207,20230521071943
01,75843285631,20230502111742,20230502140726
01,74238851704,20230520211039,20230520212616
01,77125243146,20230526204204,20230526222633
01,71663166468,20230529021027,20230529050206
02,74228408375,20230528001411,20230528015608
02,74174752724,20230519181652,20230519185711
01,74462966742,20230528073502,20230528103454
01,75905441578,20230526160211,20230526173404
01,73753340882,20230531132122,20230531154526
01,78295312025,20230530234019,20230531003234
01,74826500219,20230506112842,20230506123715
02,71886900639,20230530194600,20230530195858
01,76152078944,20230517014047,20230517042014
02,72357872406,20230507214458,20230507222850
01,78253505671,20230527190950,20230527201322
02,71737426126,20230516203442,20230516220354
01,79692848971,20230501102521,20230501112344
02,71035287915,20230516050721,20230516071959
01,79064019060,20230512203605,20230512214446
02,73288747033,20230521151329,20230521171921
02,72368249817,20230511233850,20230512005714
02,78933562920,20230530164922,20230530172251
02,75972242407,20230525055521,20230525061917
01,71128714471,20230520143336,20230520145214
01,71832834350,20230512211710,20230512231314
02,73099962502,20230504193421,20230504215655
02,79351426852,20230509054007,20230509073440
01,79593191561,20230521071634,20230521084820
02,74642840928,20230504204405,20230504213652
01,76642234016,20230507180338,20230507203733
02,78585258851,20230524113258,20230524123240
01,78304173049,20230504225844,20230505011300
01,75826426593,20230520144727,20230520151920
01,75193976142,20230518223455,20230518235849
01,78897263751,20230528233615,20230529022921
02,79399098202,20230509204854,20230509230513
02,79421411676,20230529134153,20230529134740
02,76478021954,20230529232805,20230530005814
01,79177681043,20230526225639,20230526235652
01,72078487072,20230516185214,20230516193203
01,71878032924,20230502184441,20230502192317
02,72875764175,20230510112407,20230510131721
02,77968693777,20230516134407,20230516153055
02,76806636825,20230513133036,20230513152419
02,72871783141,20230528130704,20230528145819
01,73126298374,20230501104940,20230501134113
01,71491587141,20230523091338,20230523110604
02,75459144125,20230506185602,20230506190220
02,77184944770,20230510072141,20230510083806
01,78466062345,20230517205650,20230517225913
01,77306147467,20230527051634,20230527055854
02,78401626251,20230513234756,20230513234921
02,76242083345,20230501012740,20230501042610
02,73921378807,20230516103104,20230516131852
02,75204915344,20230523173042,20230523185801
02,78843082743,20230501003915,20230501014108
02,79622231111,20230505003952,20230505032301
02,73588562714,20230515170010,20230515180359
02,75584144600,20230506193132,20230506202727
01,78395050029,20230523171443,20230523180129
02,73162628236,20230521234614,20230522023347
02,78512007632,20230503233234,20230504005435
02,73126298374,20230531171259,20230531180127
01,71855285105,20230519012659,20230519031445
02,72632752188,20230531030859,20230531052738
02,78134725398,20230522231810,20230522231859
01,76578802522,20230517123426,20230517142309
02,73989628674,20230522000609,20230522003636
01,73972879689,20230529115940,20230529120823
02,77633644670,20230501225235,20230502015139
02,73713556653,20230503070624,20230503071814
01,79552068376,20230503212325,20230504001310
01,77938677705,20230522095243,20230522102028
02,79006971317,20230505113349,20230505140019
02,74848009998,20230507103648,20230507120759
01,77377905367,20230512230847,20230513020550
01,79489851211,20230517032712,20230517055347
01,79179256795,20230528232423,20230528233424
01,75502692301,20230508090628,20230508092123
01,76248265659,20230526174317,20230526194814
01,77574399278,20230529041112,20230529063051
02,76386673693,20230507130358,20230507142725
02,73288747033,20230529021815,20230529045506
02,78253505671,20230522093608,20230522104730
02,71275510240,20230511023936,20230511043625
01,76754973675,20230518185927,20230518204838
01,78897263751,20230522042033,20230522054254
02,77644029985,20230520055408,20230520063530
01,77255770545,20230524162033,20230524175745
02,72018948402,20230526165708,20230526192355
01,73649540418,20230522124639,20230522134447
02,75642604586,20230513122538,20230513125820
02,74879807192,20230508071013,20230508071520
01,79467928973,20230513230326,20230514012013
02,72461884605,20230528135703,20230528145355
01,71225712195,20230519180903,20230519194157
02,79691900547,20230529012130,20230529014151
02,73149990813,20230508010052,20230508025950
01,78254121602,20230521230749,20230521232302
01,79116314149,20230512103047,20230512111756
02,75985456386,20230525101106,20230525114249
01,75156927355,20230526091602,20230526105951
01,76912003993,20230507035431,20230507045310
02,78161334513,20230516223033,20230517011410
02,76636350429,20230515165025,20230515182142
01,71932059398,20230511010210,20230511033632
01,71682203440,20230524055343,20230524055604
02,74864734952,20230517113449,20230517133125
01,76348668229,20230529071507,20230529091357
02,71543949822,20230511223950,20230511232717
01,74212772055,20230502145933,20230502163535
01,78828267251,20230509065926,20230509094716
01,79064990266,20230505215309,20230506003500
02,73818171028,20230509234936,20230510005851
02,75364243247,20230505143308,20230505162249
01,73294342024,20230529090913,20230529114937
01,72804886269,20230508155749,20230508174023
02,76696745296,20230508140313,20230508164545
02,78336124154,20230522051714,20230522063550
01,78367051873,20230508205642,20230508222402
02,74917857954,20230521175848,20230521190505
01,78959314187,20230528104709,20230528114902
01,75223665666,20230511002823,20230511004805
02,78809776346,20230528094123,20230528105431
02,79526129185,20230517233523,20230518001642
01,71832834350,20230509101824,20230509105744
01,75487718131,20230518204437,20230518210034
02,78202621176,20230522143209,20230522155121
01,74563629313,20230501115210,20230501135423
01,76644783558,20230503103446,20230503122422
02,78843082743,20230527185113,20230527190509
02,73134073423,20230510144444,20230510152250
01,77184944770,20230524131340,20230524161148
01,73149990813,20230513215405,20230513215946
02,74683792303,20230507235446,20230508023022
01,73643719961,20230503063127,20230503091853
01,79284129322,20230502184401,20230502195327
01,79928784608,20230526203402,20230526223705
02,78033239724,20230524140119,20230524160442
02,76468992826,20230520115844,20230520143554
01,74202848786,20230514004713,20230514034317
02,71355262640,20230517151626,20230517165741
02,71491587141,20230514101309,20230514112123
02,72871783141,20230502121707,20230502142513
02,76684435787,20230521130427,20230521142750
02,78686128637,20230525205927,20230525222109
01,76324390703,20230509210723,20230509215908
01,79111362422,20230518144004,20230518172147
02,72108395929,20230510051908,20230510062843
02,78236611427,20230504054246,20230504055551
01,71169417956,20230505111826,20230505130350
02,71291117739,20230513000433,20230513024209
01,75886904111,20230525213910,20230525223955
01,71662579923,20230505213842,20230505225526
01,79228123485,20230502051335,20230502062004
02,72108395929,20230512032126,20230512042132
01,79161953795,20230510123758,20230510150535
02,79202094108,20230528084431,20230528111934
01,75711031958,20230521011828,20230521014016
01,78729911659,20230510070639,20230510091311
01,73996488249,20230506132809,20230506143612
02,71878032924,20230506145342,20230506150017
01,76392750251,20230527004709,20230527024721
01,71128714471,20230511214618,20230511225634
02,76965772798,20230505020708,20230505035556
02,72464525959,20230525170629,20230525174303
01,78843082743,20230531201048,20230531205533
02,77422328142,20230530135816,20230530141420
01,79759482634,20230523124508,20230523140443
01,72672870339,20230508132114,20230508143005
02,74087803866,20230511005343,20230511015130
02,75417856261,20230527085056,20230527101425
02,72984881663,20230531012452,20230531025335
02,78606393882,20230529022016,20230529024649
01,74645692064,20230526083140,20230526111810
02,74218502060,20230506211407,20230506234833
02,78818091421,20230502183252,20230502202121
02,76914559776,20230509223129,20230510001619
01,79907463717,20230509130222,20230509152616
02,78452421538,20230503054239,20230503054838
01,74928326374,20230521212741,20230521214126
02,78733272388,20230517075912,20230517080319
02,78665094890,20230501012922,20230501024321
01,79576212244,20230515041902,20230515071100
02,72387915640,20230512101506,20230512112128
02,77378792406,20230522110352,20230522124414
01,79917097884,20230520130236,20230520135424
02,75985456386,20230507150637,20230507153057
01,73753340882,20230530100052,20230530103847
02,78543957748,20230506152809,20230506155410
01,73863374607,20230529085124,20230529112809
02,72074725124,20230510164514,20230510183428
01,75262331423,20230518175154,20230518201015
01,73065664527,20230514015415,20230514030345
01,72462770470,20230525045420,20230525061134
01,78751155960,20230524014435,20230524041143
01,73253802879,20230516145847,20230516173835
02,74786468185,20230515025713,20230515040126
01,71199191784,20230521042043,20230521071325
01,73992199320,20230517155236,20230517163900
02,79422404957,20230518101456,20230518123825
02,76532744288,20230516030826,20230516043821
01,71029681298,20230529174334,20230529204149
02,72801827363,20230530181740,20230530193759
02,71464626102,20230527025623,20230527053356
02,73036625352,20230501142408,20230501165919
02,79552068376,20230508174954,20230508183926
01,79622231111,20230521043657,20230521064713
02,79111362422,20230523000528,20230523001252
01,78478813208,20230525234857,20230526013920
01,76251215741,20230523161459,20230523185144
01,76147499273,20230529020752,20230529023839
02,76471809452,20230502210131,20230502211406
02,74196652796,20230520002301,20230520004859
01,78254121602,20230520052141,20230520061232
01,73058516937,20230511093028,20230511095312
01,78988827081,20230512035630,20230512041939
01,79555695567,20230502000815,20230502024426
02,74899325658,20230508024341,20230508032158
02,75845285268,20230507174043,20230507185337
02,74116615104,20230519220859,20230520002700
02,72801827363,20230520061912,20230520071007
01,79404302234,20230511053242,20230511082903
01,75756021087,20230516012835,20230516025517
02,79557438322,20230515094923,20230515123845
02,74864734952,20230517165345,20230517185504
02,75738237366,20230512185328,20230512192502
02,71669876723,20230505012319,20230505040239
02,71217337916,20230513050309,20230513062504
02,73972407040,20230513082118,20230513083545
01,75214144219,20230522155947,20230522162452
01,78759744840,20230506151603,20230506155719
02,78818091421,20230506112012,20230506120414
02,71071380476,20230523201852,20230523210612
01,72628662029,20230507131204,20230507134314
01,73748617423,20230525142144,20230525170046
01,78011650064,20230520094758,20230520102355
02,75792103348,20230521201546,20230521205810
01,75489399094,20230519010440,20230519010534
01,78304173049,20230505044355,20230505053034
02,73137136543,20230506182227,20230506200407
02,73753340882,20230528051805,20230528062359
01,73841739318,20230522100850,20230522112706
02,74342112854,20230515123213,20230515125108
02,77624666183,20230517031111,20230517033308
02,78055257656,20230528142752,20230528165454
02,79404302234,20230513194029,20230513202650
01,76914559776,20230519191026,20230519211332
01,75518700416,20230503145232,20230503152555
01,79921801270,20230531100446,20230531115849
01,71967812694,20230514201706,20230514205525
02,71319233446,20230525052711,20230525080301
02,79375650675,20230509162842,20230509171233
02,77582689206,20230521215757,20230521223319
01,79917097884,20230509035316,20230509062915
02,74238851704,20230531061805,20230531074204
01,77309800893,20230509225600,20230509234631
01,75373091389,20230521065523,20230521073843
01,73863374607,20230525234234,20230526001115
02,79593191561,20230513104201,20230513114759
02,72635950112,20230510145211,20230510164552
02,78304173049,20230515072129,20230515073258
01,76491699014,20230511194059,20230511221108
01,78558788447,20230528063507,20230528085645
01,75501572983,20230523111617,20230523113629
01,72213618678,20230523162918,20230523185721
01,72668898792,20230511225949,20230512010629
02,71071380476,20230516175136,20230516181846
01,79555695567,20230511121223,20230511135019
02,77644871230,20230524222316,20230524232700
01,79576008665,20230524062913,20230524063036
02,74965685362,20230516211807,20230516225506
02,73564370089,20230504112644,20230504133213
02,74007184283,20230517161450,20230517162551
01,78067136487,20230521174326,20230521203312
02,76251215741,20230523114241,20230523124632
02,74926230420,20230509161246,20230509163055
02,73863374607,20230528142759,20230528151849
01,76163050309,20230503142946,20230503170720
02,78665094890,20230516093058,20230516112345
02,71145911510,20230524141253,20230524160522
01,71811001143,20230520102455,20230520113102
01,79826661966,20230508224306,20230508235113
02,79894743696,20230507155826,20230507171004
02,75598322895,20230520045913,20230520051857
01,78494215091,20230529165229,20230529173503
02,74826500219,20230531131753,20230531145042
02,74297751550,20230522033704,20230522050706
02,73386061802,20230524165424,20230524181932
01,71662579923,20230507145348,20230507172725
02,79281309534,20230530143139,20230530144257
01,78413927053,20230526182825,20230526212445
01,71291490155,20230501210521,20230501214658
02,75636208388,20230512111622,20230512124835
02,76248265659,20230517015317,20230517023819
01,74945990275,20230515215624,20230515230802
01,79917097884,20230528043749,20230528055720
01,77057826015,20230523014625,20230523024222
01,72387915640,20230506041107,20230506060733
01,79175721470,20230526012602,20230526015855
02,78161334513,20230511193650,20230511211524
01,77292854049,20230529012321,20230529030056
01,74695929132,20230511092516,20230511093007
02,73753340882,20230506002845,20230506021543
01,73149990813,20230528151702,20230528155847
02,75171372847,20230517114754,20230517144734
02,73065664527,20230509210114,20230509213538
02,77363047316,20230505041606,20230505064818
02,71355262640,20230521195401,20230521215017
01,73574779392,20230507180621,20230507203146
02,73876896480,20230523040725,20230523061745
01,74072561393,20230510154837,20230510155635
01,72977687516,20230519020546,20230519033104
01,74486891346,20230527125322,20230527134324
01,77181484324,20230512135124,20230512164330
02,75704120435,20230517062440,20230517084336
02,76625029715,20230523225427,20230524013311
01,79298535055,20230504044038,20230504060150
02,74582654927,20230528141948,20230528163038
01,72536737491,20230524194343,20230524200849
02,71433244003,20230505041522,20230505071306
02,78283673425,20230527210035,20230527212931
02,77309800893,20230530065619,20230530083150
01,78163181003,20230528103519,20230528111430
02,71031167031,20230507195506,20230507201022
02,73585773389,20230522064248,20230522072551
01,71416018721,20230507214931,20230507222729
01,79179256795,20230523005505,20230523011025
01,73126298374,20230522071428,20230522095325
01,73946781522,20230531232402,20230531235245
01,76842567531,20230508180545,20230508193124
01,72335297182,20230515021613,20230515030522
02,71939708226,20230530020845,20230530034427
02,73296071596,20230531083832,20230531092445
01,75367647676,20230509153129,20230509153828
01,76392750251,20230512143814,20230512152424
01,75986706566,20230520040458,20230520050048
01,78395050029,20230504175712,20230504202801
01,74946592818,20230506002145,20230506021244
02,71785827015,20230520191342,20230520221026
02,76349198699,20230530180401,20230530194441
02,72595285293,20230509120656,20230509124950
02,78686128637,20230526221535,20230527005800
01,71417407207,20230517001840,20230517023533
01,78283673425,20230512134950,20230512152658
01,77274561998,20230529094039,20230529100758
02,74826500219,20230522071509,20230522083914
02,72351300630,20230504103357,20230504132336
02,73649540418,20230512223755,20230512225541
01,72217194493,20230523085935,20230523112639
02,77063108220,20230526114109,20230526114724
01,75573501621,20230511093545,20230511123341
01,75171372847,20230523185725,20230523193525
01,74645692064,20230530184202,20230530190346
02,77125243146,20230510184148,20230510202224
02,73713556653,20230522195629,20230522201008
01,75198541714,20230527225147,20230527230304
01,78141708963,20230511042850,20230511055638
02,71285700831,20230508020118,20230508044438
02,71387971118,20230517170812,20230517182108
01,77238809848,20230514040338,20230514064959
01,71347939865,20230506030150,20230506043520
01,76958795842,20230517041408,20230517050720
02,78743963981,20230517130713,20230517150215
01,78069156245,20230512105843,20230512111208
02,72945400374,20230520155020,20230520180055
02,74582654927,20230501001822,20230501011559
01,77582689206,20230513165323,20230513181350
02,72804302697,20230505103442,20230505110624
02,72358483682,20230504150447,20230504151333
01,79138860400,20230531211945,20230531233640
01,75784116599,20230517222036,20230518011135
01,77653484810,20230523230719,20230523233929
01,71879411133,20230521181236,20230521205541
01,78067136487,20230509233025,20230510014602
02,78413098543,20230528224603,20230529004749
01,79808532610,20230503223700,20230503225056
01,74537949780,20230525093637,20230525093853
02,72627778789,20230503213123,20230503221435
02,71612276519,20230523233003,20230524021848
01,73996488249,20230528003337,20230528023727
02,76348668229,20230521160304,20230521180502
01,77515304551,20230521172805,20230521185051
01,78295312025,20230503222735,20230504002959
02,75845216585,20230527233009,20230528014441
01,75842888851,20230503070419,20230503072552
02,73392126613,20230519065757,20230519093024
01,77726561528,20230527212337,20230527231250
01,77538932152,20230521032957,20230521052422
01,75357368069,20230531034354,20230531053307
01,77363047316,20230531194514,20230531215411
01,73296071596,20230502114503,20230502135558
02,72734779147,20230509145725,20230509170854
01,78423103014,20230503080722,20230503105634
01,71225712195,20230520054814,20230520071814
02,72389008948,20230514010757,20230514022415
01,78056907538,20230507142045,20230507153843
01,76294581797,20230505033848,20230505034726
02,79052145800,20230512121904,20230512145341
01,75279494006,20230502211034,20230502212104
02,78711952561,20230523170356,20230523171218
01,75179947156,20230523232707,20230524020600
02,79064019060,20230514000226,20230514023600
02,74513106472,20230521094430,20230521104849
02,73363450087,20230504105704,20230504134346
01,74226231870,20230516154322,20230516183325
02,79463946325,20230514081330,20230514103654
01,72203705215,20230505101812,20230505130537
02,73547644898,20230518061755,20230518065032
02,79015491165,20230501001612,20230501020016
01,72881554591,20230531062529,20230531074815
01,74267570338,20230503102336,20230503115556
02,74238851704,20230513100451,20230513103754
01,79346128125,20230531173946,20230531184343
01,71487407356,20230514000845,20230514020353
01,76148606622,20230504033624,20230504043209
01,71128714471,20230530112608,20230530120719
01,74158997404,20230526223738,20230526233338
01,75598322895,20230526015908,20230526024546
01,77468429855,20230526064056,20230526080052
01,78466062345,20230507021821,20230507034352
01,77002226790,20230529031516,20230529034031
02,77008733307,20230521235200,20230522024351
01,79467928973,20230530105521,20230530130521
01,78044466839,20230502061721,20230502063908
01,77515304551,20230513153813,20230513172244
02,72635950112,20230519115451,20230519122451
01,79421411676,20230525185016,20230525195308
01,71603334393,20230524070454,20230524082633
01,75272379453,20230520065743,20230520092144
01,77057826015,20230530194829,20230530210941
02,78423103014,20230509115256,20230509132303
01,79069342146,20230528165510,20230528174147
01,77875558236,20230510225931,20230511015633
01,74358352753,20230507142537,20230507150315
01,71928887304,20230516211544,20230516215143
02,79552068376,20230514075243,20230514090833
02,79557438322,20230526145410,20230526172457
01,71291181620,20230523212211,20230523220848
01,72351300630,20230510062846,20230510063901
01,77837477704,20230512173550,20230512190450
01,76349198699,20230527092715,20230527101422
02,76578802522,20230503160835,20230503170013
01,72734779147,20230504011745,20230504022305
02,74952514465,20230530091432,20230530100748
01,77837477704,20230521040831,20230521042257
02,72464072658,20230501091353,20230501094934
02,71073390466,20230503014455,20230503034758
02,72635950112,20230516155603,20230516181548
02,79064019060,20230505130844,20230505152938
01,77708033061,20230511201220,20230511203717
02,75845285268,20230503064344,20230503064753
01,76696745296,20230502055516,20230502082558
02,71878032924,20230513062741,20230513082008
02,74408265521,20230526085626,20230526091945
01,75351596015,20230516171630,20230516200022
01,76605949257,20230524213043,20230524214440
01,79712343775,20230526234208,20230527022112
02,73253802879,20230502214109,20230502223711
01,71567557398,20230515092710,20230515105717
